,mean_intensity,std_intensity,min_intensity,max_intensity,median_intensity,image_entropy,histogram_skewness,histogram_kurtosis,contrast,homogeneity,energy,correlation,edge_density,hue_mean,saturation_mean,value_mean,l_mean,a_mean,b_mean,blob_count,sharpness,lbp_entropy,file_path,bbps_class,file_name
0,94.47639612268519,57.4920326048266,0,255,110.0,6.797889176656749,7.616834892338983,69.59874299033683,166.579233310153,0.4640091050114995,0.11490569236823968,0.9747424715354431,0.06529465663580247,21.846031057098767,165.47564139660494,135.30334683641976,104.7796730324074,139.16691261574073,158.33232301311727,454,866.9788917748726,2.9081310371491114,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000059.jpg,0,bowel_2_score_0-0_00000059.jpg
1,92.49212962962963,64.06603841310344,0,255,104.0,7.073884091034313,8.575145651443673,81.76136068691866,179.3594739993818,0.47159973744875944,0.11673910993995984,0.9781180401242336,0.07256462191358025,22.615827546296295,170.25543499228394,130.07017505787036,102.3536578896605,136.57279610339506,159.14824459876544,417,847.1926625121675,2.912526486479158,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000037.jpg,0,bowel_1_score_0-0_00000037.jpg
2,86.98980758101852,60.15655549298423,0,255,107.0,6.90227775707937,7.647657418708217,66.00661195445895,163.15132176247874,0.528570434505371,0.11568766922207,0.9774243287691219,0.03544319058641975,20.899293499228396,163.05155767746913,126.68169849537037,96.14096016589507,139.843359375,154.32180507330247,316,785.9332489080592,2.8670040070804803,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000078.jpg,0,bowel_2_score_0-0_00000078.jpg
3,93.26748167438272,63.55246796966543,0,255,103.0,7.081797855865805,7.180599652027711,58.0836368125902,163.0967489568846,0.48275708871391065,0.1038979855237767,0.9797776388096834,0.055415702160493824,22.677671682098765,164.70362172067902,130.21908275462962,103.02805989583334,136.70540605709877,157.6274787808642,370,836.2314308309478,2.9141675292125724,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000068.jpg,0,bowel_2_score_0-0_00000068.jpg
4,91.81519579475308,63.94039013891879,0,255,103.0,6.918330506910546,7.916713709870035,76.79260735120188,218.84171206150523,0.44310532707083067,0.11271878508101207,0.9731969692459722,0.07563657407407408,23.08338879243827,164.4472969714506,127.0168643904321,101.45761236496914,136.21514033564816,156.37967785493828,597,939.6381703258364,2.9286450920664318,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000122.jpg,0,bowel_2_score_0-1_00000122.jpg
5,78.92681327160494,49.43433228554424,0,255,88.0,6.571403854413645,8.19966765334147,83.87547820673973,168.11583652063052,0.48443566122723253,0.1261495110582,0.9655295037052064,0.06305941358024691,21.03432677469136,166.45025318287037,114.6267578125,88.49123987268518,138.0529730902778,153.69624083719137,424,818.811986397387,2.8686177579125514,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000093.jpg,0,bowel_1_score_0-0_00000093.jpg
6,100.3203125,74.91253798939074,0,255,106.0,7.17074711090377,9.317099673281263,100.73798232348639,168.45056308916702,0.5183799573589167,0.11521835838822511,0.9849752720334858,0.046788194444444445,23.64239486882716,157.44394048996912,132.66294849537036,109.54960455246913,133.42721354166667,157.1951702353395,322,795.1400173592272,2.8180188506572112,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000012.jpg,0,bowel_1_score_0-0_00000012.jpg
7,77.2593967013889,51.81594990583253,0,255,80.0,6.750257148097022,8.414438511562347,87.06161630517995,203.48996242852732,0.44118238598145204,0.12048881998278935,0.9620406467582333,0.06690055941358025,21.372422357253086,159.4956717785494,108.50546633873456,86.03063271604938,135.5293643904321,151.54957561728395,393,843.4542365744738,2.8877067175465494,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-0_00000035.jpg,0,bowel_2_score_0-0_00000035.jpg
8,103.74054783950618,78.55821350019264,0,255,106.0,7.213575528322498,8.697157442599064,90.01097723702013,159.03252008963068,0.5468872937582351,0.10776279758581839,0.987102243790073,0.04406105324074074,24.272255979938272,151.77667100694444,134.30043161651236,112.71942756558641,132.37599585262345,156.45632716049383,300,807.1619671096355,2.8325658193801795,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000013.jpg,0,bowel_1_score_0-0_00000013.jpg
9,89.66217930169753,63.204209944150264,0,255,98.0,7.074082573600692,8.592987686747001,81.85066702602181,173.78001612965534,0.47687055881522766,0.11702664467451604,0.9782188183359448,0.0650414737654321,22.64076244212963,170.8326702353395,126.57706645447531,99.3356602044753,136.54619743441359,158.37948013117284,376,812.6763068999105,2.884880517236585,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000039.jpg,0,bowel_1_score_0-0_00000039.jpg
10,86.17911603009259,63.796128760756545,0,255,83.0,7.10873588093103,8.510832828880499,79.4333380313489,160.50187132977902,0.5117739787751586,0.11615169817315213,0.9802598030782199,0.05323591820987654,22.808058449074075,167.93607494212964,119.38551552854938,95.33371672453704,134.5860050154321,156.67726658950616,375,798.0301456395948,2.882124835813031,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000048.jpg,0,bowel_1_score_0-0_00000048.jpg
11,80.7201171875,59.160178597431056,0,255,86.0,6.8174165966697755,7.893512749399026,73.43655212332695,206.60573133982382,0.4857928471430374,0.11986934010672713,0.9704493018661614,0.06213348765432099,22.6063777970679,165.02234278549383,113.0553337191358,89.67509886188272,135.80280671296296,153.41945408950616,474,909.9072675447101,2.875285633425087,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_2_score_0-1_00000058.jpg,0,bowel_2_score_0-1_00000058.jpg
12,85.44943576388889,65.05940920163228,0,255,78.0,7.121236071492798,8.171786134158337,72.20766776550293,161.95420674934323,0.5191314823263867,0.11440360818080154,0.9808498839726739,0.048630401234567903,22.96538387345679,166.91244454089505,117.55250048225308,94.41140769675926,134.04782262731482,156.1507523148148,328,765.6659022906348,2.865331753164442,/home/kvernet/.cache/kagglehub/datasets/waltervanhuissteden/the-nerthus-dataset/versions/1/nerthus-dataset-frames/nerthus-dataset-frames/0/bowel_1_score_0-0_00000051.jpg,0,bowel_1_score_0-0_00000051.jpg
